image,image_path,gt_count,pred_count,tp,fp,fn,predicted_at_least_one_cylinder,matched_at_least_one_cylinder
29_jpg.rf.9a67d18b654fb24beae00db98fcc8950.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\29_jpg.rf.9a67d18b654fb24beae00db98fcc8950.jpg,1,1,1,0,0,True,True
29_png_jpg.rf.4f472a44a235dc47528937b7d28c41e4.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\29_png_jpg.rf.4f472a44a235dc47528937b7d28c41e4.jpg,1,1,1,0,0,True,True
29_png_jpg.rf.c3204cc02f043741387430d11045c93c.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\29_png_jpg.rf.c3204cc02f043741387430d11045c93c.jpg,1,1,1,0,0,True,True
301_jpg.rf.45cfddab136b8e922e52825a3f2938f5.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\301_jpg.rf.45cfddab136b8e922e52825a3f2938f5.jpg,11,8,8,0,3,True,True
306_jpg.rf.e2c67c0b776bcfe4705eabf26d1972d2.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\306_jpg.rf.e2c67c0b776bcfe4705eabf26d1972d2.jpg,1,1,1,0,0,True,True
30_jpg.rf.be1c3443e6662ce84a31fc7dd19fcbe2.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\30_jpg.rf.be1c3443e6662ce84a31fc7dd19fcbe2.jpg,1,1,1,0,0,True,True
30_png_jpg.rf.c7823de94370b5f13492ab1876d78887.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\30_png_jpg.rf.c7823de94370b5f13492ab1876d78887.jpg,3,3,3,0,0,True,True
313_jpg.rf.515edb4b1d3c9a2e3f404cb2d9df0248.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\313_jpg.rf.515edb4b1d3c9a2e3f404cb2d9df0248.jpg,1,1,1,0,0,True,True
317_jpg.rf.e2ead8c09874012fe45309a3267404d3.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\317_jpg.rf.e2ead8c09874012fe45309a3267404d3.jpg,1,1,1,0,0,True,True
319_jpg.rf.815718e9b5737b75eb754d903d475e1e.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\319_jpg.rf.815718e9b5737b75eb754d903d475e1e.jpg,2,2,2,0,0,True,True
334_jpg.rf.bdaeed7dfa2726ac0d1b24ceeb94c0fd.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\334_jpg.rf.bdaeed7dfa2726ac0d1b24ceeb94c0fd.jpg,1,1,1,0,0,True,True
351_jpg.rf.66bc695b856bdad0a04aa2a53040ad6c.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\351_jpg.rf.66bc695b856bdad0a04aa2a53040ad6c.jpg,1,1,1,0,0,True,True
352_jpg.rf.f8d7ff70e1898075d26ca7ebd81451ab.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\352_jpg.rf.f8d7ff70e1898075d26ca7ebd81451ab.jpg,1,1,1,0,0,True,True
354_jpg.rf.fa5168c23e7c6b602ed68c7295befbca.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\354_jpg.rf.fa5168c23e7c6b602ed68c7295befbca.jpg,1,1,1,0,0,True,True
356_jpg.rf.7f1dab2b4b5690490f3cc63f7bdce728.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\356_jpg.rf.7f1dab2b4b5690490f3cc63f7bdce728.jpg,1,1,1,0,0,True,True
35_jpg.rf.028df5c3ab8612327dc745f2cda1c388.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\35_jpg.rf.028df5c3ab8612327dc745f2cda1c388.jpg,1,1,1,0,0,True,True
35_png_jpg.rf.5be716f336bdcc189072e1430831cdb2.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\35_png_jpg.rf.5be716f336bdcc189072e1430831cdb2.jpg,1,1,1,0,0,True,True
372_jpg.rf.6f716ee331412bf150ff2974f3f4f560.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\372_jpg.rf.6f716ee331412bf150ff2974f3f4f560.jpg,1,1,1,0,0,True,True
38_png_jpg.rf.b92cd7eda696a350a229bb4fb64c8c49.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\38_png_jpg.rf.b92cd7eda696a350a229bb4fb64c8c49.jpg,1,1,1,0,0,True,True
3_jpg.rf.3086a7ccf3c14959926dbe7c2577e183.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\3_jpg.rf.3086a7ccf3c14959926dbe7c2577e183.jpg,5,5,5,0,0,True,True
3_jpg.rf.ad5ce73a5244b694ddccc61d30b8c578.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\3_jpg.rf.ad5ce73a5244b694ddccc61d30b8c578.jpg,8,5,5,0,3,True,True
40_png_jpg.rf.fb08e3aa5932a6008e8fd5d5c45573d7.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\40_png_jpg.rf.fb08e3aa5932a6008e8fd5d5c45573d7.jpg,1,1,1,0,0,True,True
41_png_jpg.rf.989f13957772537e476ec74b8024e327.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\41_png_jpg.rf.989f13957772537e476ec74b8024e327.jpg,1,1,1,0,0,True,True
424_jpg.rf.97cf37777a9f55b9c76f625f25f5f3c4.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\424_jpg.rf.97cf37777a9f55b9c76f625f25f5f3c4.jpg,1,1,1,0,0,True,True
